Contract_ID,Vendor,Category,Approved_Amount_USD,Invoiced_Amount_USD,Contract_Status,Start_Date,End_Date
C-2011,Accenture,Software Dev,128849,136022,Active (Overrun),2023-01-09,2024-02-10
C-2012,Oracle,Software Licensing,876544,956198,Active (Overrun),2023-09-21,2024-06-26
C-2013,PwC,Consulting,407972,374952,Active,2023-05-31,2024-11-12
C-2014,Capgemini,Software Licensing,719371,786866,Active (Overrun),2023-04-05,2024-06-13
C-2015,Microsoft,Risk Audit,862474,718486,Closed,2023-01-27,2024-03-08
C-2016,Accenture,Consulting,635154,529213,Active,2023-01-18,2024-11-17
C-2017,Accenture,Software Dev,414718,403615,Active,2023-08-18,2024-08-01
C-2018,Microsoft,Risk Audit,501520,557461,Closed,2023-03-10,2024-04-20
C-2019,PwC,IT Services,567306,669848,Closed,2023-09-26,2024-06-10
C-2020,Oracle,Finance Ops,736783,862232,Closed,2023-05-20,2024-06-20
C-2021,IBM,Risk Audit,536516,503869,Active,2023-05-08,2024-04-13
C-2022,Oracle,Cloud Services,420998,499300,Closed,2023-07-17,2024-10-25
C-2023,Accenture,Cloud Services,974891,1042405,Closed,2023-08-16,2024-05-09
C-2024,Deloitte,Risk Audit,385282,384890,Active (Overrun),2023-04-19,2024-01-02
C-2025,SAP,ERP Implementation,204393,164256,Active,2023-06-15,2024-03-12
C-2026,Deloitte,Risk Audit,360712,401919,Active (Overrun),2023-01-10,2024-08-14
C-2027,Accenture,Finance Ops,502061,451090,Active,2023-08-17,2024-02-18
C-2028,Deloitte,Software Dev,878034,1019387,Closed,2023-10-22,2024-12-19
C-2029,Microsoft,ERP Implementation,698308,671257,Closed,2023-06-25,2024-07-05
C-2030,Globant,Software Dev,202664,210867,Closed,2023-09-05,2024-05-28
C-2031,Oracle,Cloud Support,113236,127409,Closed,2023-06-17,2024-06-03
C-2032,Capgemini,Consulting,857840,766314,Active (Overrun),2023-05-17,2024-10-12
C-2033,PwC,Software Dev,388636,401355,Active,2023-11-30,2024-08-02
C-2034,EY,Consulting,457304,485809,Closed,2023-05-11,2024-03-26
C-2035,IBM,IT Services,63372,73562,Active (Overrun),2023-12-28,2024-10-02
C-2036,Oracle,Consulting,510910,588189,Active (Overrun),2023-09-02,2024-01-12
C-2037,Accenture,Software Licensing,869331,785874,Active (Overrun),2023-06-18,2024-11-16
C-2038,Oracle,Cloud Services,896924,871775,Active (Overrun),2023-09-10,2024-02-18
C-2039,EY,ERP Implementation,625419,583573,Active,2023-03-14,2024-06-25
C-2040,Globant,Finance Ops,175324,169729,Active,2023-05-06,2024-11-02
C-2041,Oracle,Cloud Services,891523,1051648,Active (Overrun),2023-03-03,2024-05-19
C-2042,Globant,Software Licensing,200518,216066,Closed,2023-11-28,2024-02-12
C-2043,SAP,Risk Audit,347826,332090,Active (Overrun),2023-02-01,2024-04-02
C-2044,Accenture,Software Dev,487498,467721,Closed,2023-07-10,2024-04-14
C-2045,Microsoft,Consulting,79543,85320,Active (Overrun),2023-09-28,2024-07-08
C-2046,Globant,Finance Ops,117360,111348,Active,2023-03-04,2024-08-14
C-2047,Oracle,Software Dev,316590,287637,Closed,2023-09-15,2024-10-13
C-2048,Oracle,Risk Audit,989580,805203,Active,2023-08-19,2024-10-29
C-2049,PwC,Cloud Services,125755,107226,Active,2023-08-29,2024-07-27
C-2050,Globant,Consulting,739227,848335,Active (Overrun),2023-02-27,2024-03-16
C-2051,Globant,Cloud Support,323410,326411,Active (Overrun),2023-07-22,2024-02-04
C-2052,Deloitte,Cloud Services,949343,887589,Active (Overrun),2023-12-26,2024-02-23
C-2053,Accenture,IT Services,111608,125859,Active,2023-08-13,2024-03-23
C-2054,Capgemini,Consulting,678837,761214,Closed,2023-09-13,2024-05-10
C-2055,IBM,Risk Audit,756730,783008,Active (Overrun),2023-10-04,2024-10-20
C-2056,EY,ERP Implementation,557464,501689,Active,2023-06-07,2024-05-18
C-2057,Capgemini,Cloud Services,866711,779708,Closed,2023-10-28,2024-05-10
C-2058,SAP,Software Dev,591243,667692,Active,2023-01-13,2024-03-25
C-2059,Microsoft,Software Dev,535016,492932,Active,2023-09-15,2024-09-23
C-2060,EY,Software Licensing,199618,202072,Active (Overrun),2023-01-17,2024-06-23
C-2061,Accenture,Cloud Support,588330,546147,Active (Overrun),2023-10-28,2024-01-17
C-2062,Capgemini,ERP Implementation,383231,325096,Active (Overrun),2023-04-20,2024-02-26
C-2063,EY,Finance Ops,263173,222252,Active,2023-12-19,2024-06-28
C-2064,Accenture,Cloud Services,970211,968867,Closed,2023-02-22,2024-03-25
C-2065,Capgemini,Software Dev,91946,84922,Active,2023-11-16,2024-08-30
C-2066,Deloitte,Consulting,103473,109257,Active (Overrun),2023-11-25,2024-12-31
C-2067,Microsoft,ERP Implementation,951074,928410,Active (Overrun),2023-06-20,2024-11-21
C-2068,Oracle,Risk Audit,629171,717191,Active,2023-10-18,2024-11-05
C-2069,SAP,ERP Implementation,836520,783065,Active,2023-11-03,2024-02-07
C-2070,SAP,Risk Audit,611769,575738,Closed,2023-05-20,2024-01-19
C-2071,Accenture,Software Dev,189088,204008,Closed,2023-05-02,2024-02-29
C-2072,Deloitte,Risk Audit,232434,259712,Closed,2023-07-31,2024-02-29
C-2073,Microsoft,IT Services,326247,273064,Active,2023-03-17,2024-07-11
C-2074,Accenture,ERP Implementation,448410,433522,Active,2023-04-28,2024-05-17
C-2075,Globant,Risk Audit,78056,93176,Closed,2023-07-17,2024-06-04
C-2076,Accenture,Cloud Services,356708,330935,Closed,2023-06-15,2024-01-21
C-2077,Accenture,Software Licensing,778891,909541,Active (Overrun),2023-10-16,2024-04-29
C-2078,Globant,Cloud Support,464105,472094,Active (Overrun),2023-10-22,2024-04-12
C-2079,Globant,Cloud Services,291283,235745,Active,2023-01-18,2024-05-21
C-2080,Globant,Software Licensing,849351,886736,Closed,2023-08-11,2024-09-16
C-2081,Deloitte,Risk Audit,364515,370130,Active (Overrun),2023-11-07,2024-08-16
C-2082,Globant,IT Services,687363,597334,Active (Overrun),2023-06-30,2024-10-05
C-2083,PwC,Software Dev,260419,235206,Closed,2023-05-12,2024-04-06
C-2084,Accenture,Consulting,340914,286407,Closed,2023-02-01,2024-04-08
C-2085,Oracle,Cloud Services,564197,648451,Closed,2023-01-25,2024-11-05
C-2086,Globant,Software Licensing,282936,273424,Active,2023-08-28,2024-10-01
C-2087,Capgemini,Cloud Services,524551,437751,Active,2023-06-02,2024-09-15
C-2088,PwC,IT Services,536617,611144,Active,2023-10-18,2024-04-24
C-2089,Microsoft,IT Services,461992,548818,Active (Overrun),2023-07-10,2024-08-28
C-2090,Accenture,Software Licensing,928673,845183,Active (Overrun),2023-01-12,2024-07-18
C-2091,IBM,Consulting,273388,252581,Active,2023-09-17,2024-07-22
C-2092,PwC,Cloud Support,159764,136129,Closed,2023-10-06,2024-07-19
C-2093,PwC,Finance Ops,694200,661855,Active (Overrun),2023-07-26,2024-12-15
C-2094,Accenture,Cloud Support,999764,1177616,Active,2023-04-02,2024-04-06
C-2095,Oracle,Cloud Support,408558,461505,Closed,2023-10-06,2024-07-28
C-2096,PwC,Software Licensing,602364,540136,Active,2023-05-11,2024-01-07
C-2097,Globant,Software Licensing,100255,82311,Closed,2023-05-09,2024-10-30
C-2098,Deloitte,Consulting,908792,820304,Active (Overrun),2023-06-23,2024-10-02
C-2099,Microsoft,Finance Ops,243813,280949,Closed,2023-01-10,2024-02-02
C-2100,Deloitte,IT Services,89203,99435,Active,2023-11-29,2024-08-11
C-2101,Globant,Consulting,93516,107610,Active (Overrun),2023-10-28,2024-04-28
C-2102,Microsoft,ERP Implementation,254867,304317,Active,2023-10-01,2024-10-17
C-2103,EY,ERP Implementation,586060,546139,Active (Overrun),2023-12-03,2024-12-22
C-2104,EY,ERP Implementation,608961,682722,Closed,2023-06-24,2024-05-11
C-2105,PwC,Consulting,729352,826655,Active,2023-02-06,2024-05-07
C-2106,Microsoft,IT Services,193656,222071,Closed,2023-04-25,2024-01-10
C-2107,IBM,Cloud Support,389909,407936,Active,2023-06-30,2024-12-09
C-2108,PwC,ERP Implementation,452811,525895,Closed,2023-02-22,2024-10-27
C-2109,PwC,Cloud Services,968602,916199,Active (Overrun),2023-02-03,2024-12-20
C-2110,Globant,Finance Ops,473408,414315,Active,2023-08-31,2024-08-26
C-2111,PwC,Cloud Support,474179,540985,Closed,2023-12-05,2024-03-09
C-2112,PwC,IT Services,705461,796034,Active,2023-01-05,2024-12-23
C-2113,PwC,IT Services,982160,1126183,Active,2023-09-20,2024-08-30
C-2114,SAP,Consulting,394400,467141,Closed,2023-01-01,2024-12-02
C-2115,Capgemini,Cloud Services,791454,882933,Active,2023-06-06,2024-09-28
C-2116,Globant,Cloud Services,351368,392120,Active,2023-08-09,2024-06-30
C-2117,Microsoft,Risk Audit,203632,194964,Closed,2023-11-12,2024-05-30
C-2118,Microsoft,Cloud Support,641245,613518,Closed,2023-11-26,2024-03-12
C-2119,Deloitte,Consulting,931693,887502,Closed,2023-11-19,2024-01-31
C-2120,Globant,Finance Ops,374312,340813,Closed,2023-07-12,2024-11-13
C-2121,Accenture,Cloud Services,862504,842138,Active,2023-12-31,2024-12-20
C-2122,Oracle,Cloud Support,680456,645567,Active (Overrun),2023-07-30,2024-06-07
C-2123,Microsoft,Software Licensing,298851,318930,Active,2023-10-10,2024-02-27
C-2124,Deloitte,IT Services,963151,1083261,Active (Overrun),2023-04-07,2024-03-03
C-2125,Oracle,Cloud Support,220279,224017,Active (Overrun),2023-09-04,2024-01-09
C-2126,Microsoft,Software Licensing,556196,653397,Active (Overrun),2023-09-08,2024-05-05
C-2127,Deloitte,ERP Implementation,365430,377599,Active,2023-03-26,2024-04-28
C-2128,Capgemini,Software Dev,587796,661668,Closed,2023-02-08,2024-03-26
C-2129,EY,Consulting,756641,857592,Closed,2023-04-20,2024-06-28
C-2130,Deloitte,Cloud Support,491480,515186,Closed,2023-12-01,2024-02-24
C-2131,Oracle,Consulting,283316,251747,Active (Overrun),2023-11-28,2024-08-12
C-2132,SAP,Risk Audit,745525,880589,Closed,2023-11-27,2024-12-14
C-2133,Microsoft,Risk Audit,133030,148638,Active,2023-06-02,2024-03-20
C-2134,IBM,Risk Audit,369976,433970,Active,2023-11-15,2024-07-12
C-2135,IBM,Cloud Services,447236,453491,Active,2023-07-08,2024-03-21
C-2136,EY,Software Dev,805970,779828,Active (Overrun),2023-10-21,2024-09-09
C-2137,Deloitte,ERP Implementation,101025,108149,Closed,2023-02-04,2024-06-25
C-2138,Accenture,Software Licensing,546293,494797,Closed,2023-08-04,2024-10-01
C-2139,Deloitte,Cloud Services,919605,1044689,Active,2023-04-11,2024-03-15
C-2140,IBM,IT Services,363940,298950,Active,2023-09-16,2024-05-03
C-2141,SAP,Finance Ops,587699,518455,Closed,2023-07-21,2024-12-05
C-2142,PwC,Cloud Services,902296,849306,Closed,2023-02-12,2024-11-21
C-2143,Microsoft,Risk Audit,506115,504367,Active (Overrun),2023-11-06,2024-08-26
C-2144,IBM,Cloud Services,944397,1067158,Closed,2023-07-30,2024-12-09
C-2145,Deloitte,Cloud Services,716729,795578,Active,2023-05-31,2024-03-09
C-2146,Accenture,Finance Ops,902081,1038517,Active,2023-08-10,2024-04-29
C-2147,Microsoft,Consulting,168864,150997,Active (Overrun),2023-08-01,2024-12-26
C-2148,Oracle,Software Licensing,626137,553949,Active (Overrun),2023-12-19,2024-01-01
C-2149,EY,Cloud Support,579052,469261,Active,2023-02-18,2024-10-31
C-2150,Microsoft,IT Services,575883,633513,Active,2023-02-22,2024-11-27
C-2151,PwC,IT Services,518140,482049,Active,2023-01-03,2024-11-03
C-2152,Oracle,Software Licensing,616532,657539,Active (Overrun),2023-12-09,2024-01-16
C-2153,Oracle,Software Licensing,496457,415134,Closed,2023-05-01,2024-12-01
C-2154,IBM,Cloud Support,972620,1025041,Active (Overrun),2023-02-17,2024-12-10
C-2155,Capgemini,Cloud Support,740494,725598,Closed,2023-07-06,2024-02-07
C-2156,EY,Software Licensing,783545,862319,Active,2023-04-02,2024-03-11
C-2157,Microsoft,Cloud Support,561284,483022,Active,2023-07-01,2024-02-06
C-2158,SAP,Software Licensing,141984,145199,Active,2023-04-10,2024-08-23
C-2159,SAP,Software Dev,958432,1135657,Active (Overrun),2023-11-19,2024-03-10
C-2160,Capgemini,Consulting,808395,917664,Closed,2023-08-21,2024-06-26
C-2161,SAP,Software Dev,499934,475218,Closed,2023-07-13,2024-12-02
C-2162,Accenture,Finance Ops,210282,234638,Active,2023-12-14,2024-08-26
C-2163,EY,ERP Implementation,518200,605193,Closed,2023-01-17,2024-03-09
C-2164,SAP,Software Licensing,830567,776844,Closed,2023-02-15,2024-12-13
C-2165,Microsoft,ERP Implementation,337113,359092,Closed,2023-03-14,2024-05-28
C-2166,Microsoft,Software Dev,341154,285493,Closed,2023-05-20,2024-05-21
C-2167,IBM,Cloud Support,988200,882114,Active (Overrun),2023-03-24,2024-01-17
C-2168,Oracle,Finance Ops,963996,793815,Active (Overrun),2023-09-11,2024-09-22
C-2169,Accenture,Cloud Services,573736,545830,Active,2023-09-11,2024-01-22
C-2170,EY,Consulting,136887,110760,Active,2023-04-13,2024-10-15
C-2171,EY,Consulting,877237,713549,Closed,2023-01-10,2024-10-18
C-2172,Capgemini,ERP Implementation,477729,394865,Active (Overrun),2023-03-24,2024-06-27
C-2173,Capgemini,Software Dev,826219,875375,Active,2023-10-02,2024-06-24
C-2174,PwC,Consulting,579474,500908,Closed,2023-01-26,2024-07-31
C-2175,SAP,Consulting,108780,87888,Active (Overrun),2023-05-08,2024-06-23
C-2176,Oracle,Cloud Support,389648,434097,Active (Overrun),2023-12-12,2024-03-29
C-2177,Accenture,Software Licensing,673393,744423,Active,2023-07-21,2024-02-08
C-2178,EY,Cloud Support,381332,361036,Active,2023-02-17,2024-04-17
C-2179,Microsoft,Consulting,244844,212452,Closed,2023-09-19,2024-10-29
C-2180,Accenture,Software Licensing,718153,605440,Active,2023-12-03,2024-12-06
C-2181,SAP,Software Dev,493920,469684,Closed,2023-03-21,2024-11-18
C-2182,Globant,IT Services,447063,491834,Active,2023-09-26,2024-06-05
C-2183,Microsoft,Software Licensing,304179,270486,Active (Overrun),2023-02-23,2024-01-04
C-2184,Microsoft,ERP Implementation,226314,219404,Active (Overrun),2023-03-26,2024-10-27
C-2185,Microsoft,Cloud Services,506646,551235,Closed,2023-03-18,2024-09-09
C-2186,Capgemini,Consulting,848049,861724,Closed,2023-05-09,2024-02-25
C-2187,Globant,Software Dev,361270,346940,Active (Overrun),2023-07-19,2024-04-10
C-2188,Deloitte,IT Services,522699,573304,Closed,2023-01-26,2024-01-30
C-2189,IBM,Software Licensing,443786,471791,Active,2023-09-03,2024-09-20
C-2190,Oracle,Cloud Services,427702,437773,Closed,2023-06-30,2024-04-12
C-2191,Deloitte,Cloud Services,991698,894512,Active,2023-05-19,2024-02-20
C-2192,SAP,Finance Ops,232627,195078,Active,2023-10-07,2024-03-05
C-2193,Oracle,Cloud Support,790529,711368,Closed,2023-10-20,2024-05-23
C-2194,Globant,Software Licensing,388118,401558,Active (Overrun),2023-08-11,2024-01-11
C-2195,SAP,ERP Implementation,604908,554095,Active,2023-04-23,2024-01-04
C-2196,Oracle,Cloud Services,568459,604884,Closed,2023-02-03,2024-12-24
C-2197,IBM,Cloud Services,304992,271118,Active (Overrun),2023-05-11,2024-09-23
C-2198,SAP,Software Licensing,770048,738575,Closed,2023-12-01,2024-01-31
C-2199,IBM,Cloud Services,677061,702870,Closed,2023-12-09,2024-04-17
C-2200,SAP,Cloud Services,978209,825102,Active,2023-06-07,2024-04-08
C-2201,Capgemini,IT Services,220073,208373,Active (Overrun),2023-05-22,2024-10-14
C-2202,Globant,Software Licensing,195801,225156,Active,2023-02-04,2024-11-28
C-2203,Globant,Risk Audit,640337,716023,Active,2023-07-01,2024-12-27
C-2204,Microsoft,Consulting,649108,560095,Closed,2023-12-23,2024-03-28
C-2205,Microsoft,Consulting,479342,479447,Active (Overrun),2023-11-02,2024-11-19
C-2206,PwC,Consulting,186730,159931,Closed,2023-04-03,2024-07-03
C-2207,Deloitte,Consulting,737504,755236,Closed,2023-09-11,2024-11-19
C-2208,Accenture,Software Licensing,350987,301595,Active,2023-04-12,2024-10-09
C-2209,Deloitte,Cloud Services,181473,175802,Active,2023-08-06,2024-08-29
C-2210,Accenture,Cloud Services,924223,1041290,Active (Overrun),2023-05-12,2024-06-02
C-2211,EY,IT Services,641543,591130,Closed,2023-08-18,2024-03-30
C-2212,Capgemini,Finance Ops,799499,950020,Active,2023-01-31,2024-03-13
C-2213,Oracle,Risk Audit,958186,1101933,Active,2023-12-04,2024-04-19
C-2214,Microsoft,Risk Audit,496678,565425,Active,2023-05-23,2024-08-01
C-2215,IBM,Consulting,745375,776877,Active (Overrun),2023-12-15,2024-03-25
C-2216,Deloitte,Finance Ops,671925,690874,Active (Overrun),2023-08-31,2024-05-19
C-2217,IBM,Consulting,986772,1088327,Active,2023-07-18,2024-09-05
C-2218,Globant,IT Services,779611,669338,Active (Overrun),2023-06-03,2024-06-28
C-2219,IBM,Cloud Services,113505,132114,Closed,2023-07-30,2024-08-06
C-2220,IBM,Cloud Support,478127,512707,Closed,2023-04-03,2024-08-19
C-2221,Capgemini,ERP Implementation,574230,681312,Closed,2023-11-11,2025-01-01
C-2222,EY,Risk Audit,957780,870319,Active,2023-04-11,2024-07-06
C-2223,PwC,IT Services,82746,97747,Active,2023-10-24,2024-12-24
C-2224,Globant,Consulting,716642,723822,Active (Overrun),2023-05-10,2024-05-10
C-2225,SAP,Consulting,606703,552219,Active (Overrun),2023-12-18,2024-07-29
C-2226,IBM,Consulting,611225,671677,Closed,2023-06-22,2024-07-17
C-2227,SAP,Software Licensing,476973,464216,Active,2023-09-16,2024-10-16
C-2228,EY,Cloud Services,150357,139512,Active,2023-04-04,2024-02-06
C-2229,EY,Finance Ops,750589,703301,Active,2023-10-26,2024-05-02
C-2230,Oracle,Software Licensing,556897,480747,Active,2023-07-20,2024-06-28
C-2231,Deloitte,Risk Audit,626218,604969,Active (Overrun),2023-05-27,2024-05-25
C-2232,Microsoft,ERP Implementation,52236,60875,Active,2023-11-13,2024-12-21
C-2233,Microsoft,Finance Ops,922126,903389,Active (Overrun),2023-03-29,2024-06-16
C-2234,Oracle,Consulting,241868,272004,Active,2023-10-21,2024-10-18
C-2235,Deloitte,IT Services,404506,334997,Active (Overrun),2023-04-06,2024-11-13
C-2236,Globant,ERP Implementation,747417,627990,Active (Overrun),2023-01-08,2024-03-11
C-2237,Accenture,ERP Implementation,327102,276171,Active (Overrun),2023-12-17,2024-12-15
C-2238,Deloitte,ERP Implementation,592541,543714,Closed,2023-10-12,2024-01-27
C-2239,Deloitte,Consulting,242001,249781,Active,2023-08-09,2024-11-01
C-2240,IBM,Software Licensing,80314,69701,Closed,2023-01-12,2024-07-10
C-2241,SAP,Software Dev,366491,391429,Closed,2023-01-26,2024-10-01
C-2242,SAP,IT Services,511156,464819,Active,2023-06-02,2024-10-01
C-2243,Microsoft,Consulting,620430,523778,Closed,2023-05-12,2024-01-31
C-2244,Deloitte,Software Licensing,928179,1018505,Active (Overrun),2023-07-18,2024-11-15
C-2245,SAP,Cloud Services,326771,319964,Closed,2023-05-21,2024-02-21
C-2246,EY,ERP Implementation,410203,479761,Closed,2023-10-26,2024-04-27
C-2247,Microsoft,Software Dev,576359,470660,Active (Overrun),2023-12-18,2024-12-14
C-2248,Oracle,Cloud Services,412037,438952,Active,2023-05-31,2024-10-17
C-2249,Capgemini,Finance Ops,454941,444585,Active,2023-11-14,2024-10-31
C-2250,Microsoft,Cloud Support,62770,65526,Closed,2023-05-18,2024-11-23
C-2251,SAP,Cloud Services,865515,693978,Closed,2023-04-03,2024-08-16
C-2252,Accenture,Software Dev,979116,942135,Active,2023-06-19,2024-10-02
C-2253,Globant,Software Licensing,863502,795538,Active,2023-10-14,2024-08-21
C-2254,SAP,IT Services,409375,356178,Active (Overrun),2023-05-06,2024-10-21
C-2255,Deloitte,ERP Implementation,576512,564144,Closed,2023-04-05,2024-01-01
C-2256,Globant,Software Licensing,619629,638807,Active,2023-07-26,2024-02-27
C-2257,Oracle,Cloud Services,537062,590718,Active (Overrun),2023-02-20,2024-07-19
C-2258,Deloitte,IT Services,557279,533204,Active,2023-08-20,2024-04-14
C-2259,Accenture,Risk Audit,421219,418348,Active (Overrun),2023-08-22,2024-02-02
C-2260,Globant,Cloud Support,56185,55682,Active (Overrun),2023-07-17,2024-07-17
C-2261,Oracle,Cloud Support,291933,259237,Active,2023-03-14,2024-01-20
C-2262,Deloitte,Risk Audit,356362,365604,Active,2023-08-15,2024-05-22
C-2263,SAP,ERP Implementation,679997,693034,Active (Overrun),2023-08-13,2024-01-23
C-2264,EY,Cloud Support,619122,509516,Closed,2023-04-25,2024-03-29
C-2265,Oracle,Risk Audit,453902,432534,Closed,2023-03-06,2024-03-10
C-2266,EY,IT Services,307543,311496,Closed,2023-01-16,2024-02-27
C-2267,Capgemini,Finance Ops,110731,105031,Closed,2023-12-14,2024-06-11
C-2268,EY,Software Licensing,824999,739363,Active,2023-07-04,2024-08-16
C-2269,EY,Software Dev,122539,112168,Closed,2023-03-25,2024-04-30
C-2270,IBM,Cloud Support,250723,234491,Active (Overrun),2023-04-03,2024-07-04
C-2271,Microsoft,Risk Audit,864369,1031446,Active (Overrun),2023-07-07,2024-08-06
C-2272,Deloitte,Risk Audit,829696,703859,Closed,2023-11-05,2024-04-07
C-2273,Capgemini,Finance Ops,320672,331837,Active,2023-01-02,2024-06-21
C-2274,Globant,IT Services,583453,631915,Closed,2023-12-31,2024-05-29
C-2275,Oracle,Software Licensing,611592,583194,Active (Overrun),2023-06-03,2024-03-16
C-2276,Oracle,Software Licensing,302573,294554,Closed,2023-07-10,2024-11-11
C-2277,Deloitte,Finance Ops,742672,672277,Closed,2023-01-29,2024-05-25
C-2278,Oracle,Software Dev,468469,552938,Active (Overrun),2023-02-17,2024-04-29
C-2279,Deloitte,Consulting,73622,77174,Active (Overrun),2023-06-07,2024-11-19
C-2280,Accenture,Consulting,269634,258935,Active (Overrun),2023-04-05,2024-04-29
C-2281,Accenture,ERP Implementation,977104,1022674,Active (Overrun),2023-04-04,2024-07-24
C-2282,EY,Software Dev,859704,740563,Active (Overrun),2023-09-22,2024-07-29
C-2283,Microsoft,Consulting,889756,925830,Active,2023-05-27,2024-01-06
C-2284,Accenture,Cloud Services,705719,613974,Active (Overrun),2023-02-11,2024-05-08
C-2285,Globant,Finance Ops,391906,460671,Closed,2023-12-22,2024-06-26
C-2286,PwC,Software Licensing,423667,353510,Active (Overrun),2023-07-21,2024-11-21
C-2287,IBM,Finance Ops,663641,726582,Closed,2023-12-18,2024-05-08
C-2288,Capgemini,Risk Audit,506135,422925,Closed,2023-09-08,2024-08-27
C-2289,Oracle,Software Dev,385335,458129,Closed,2023-03-04,2024-01-24
C-2290,Oracle,ERP Implementation,149961,127105,Closed,2023-03-17,2024-01-02
C-2291,Accenture,Cloud Services,522352,426015,Closed,2023-02-04,2024-04-12
C-2292,Microsoft,Cloud Support,568202,674010,Active,2023-07-30,2024-03-05
C-2293,PwC,Cloud Support,223830,204121,Active,2023-09-18,2024-12-09
C-2294,Oracle,Consulting,830845,881950,Active,2023-09-04,2024-12-15
C-2295,Accenture,Risk Audit,271750,226499,Active,2023-06-02,2024-06-19
C-2296,SAP,Finance Ops,651408,578013,Active (Overrun),2023-11-04,2024-09-25
C-2297,IBM,IT Services,678118,809237,Active,2023-04-01,2024-12-26
C-2298,Oracle,Software Dev,166887,156672,Active,2023-01-27,2024-06-06
C-2299,SAP,Software Dev,736762,615039,Closed,2023-06-07,2024-12-18
C-2300,SAP,Software Licensing,584654,646119,Active (Overrun),2023-01-15,2024-10-17
C-2301,EY,Cloud Services,557619,563663,Closed,2023-09-24,2024-02-12
C-2302,EY,Cloud Support,937123,791873,Active (Overrun),2023-05-17,2024-11-10
C-2303,IBM,Risk Audit,240040,234196,Closed,2023-03-04,2024-02-04
C-2304,EY,Risk Audit,396663,411024,Active,2023-02-05,2024-12-27
C-2305,Oracle,Software Licensing,330987,379549,Closed,2023-11-24,2024-06-06
C-2306,Capgemini,ERP Implementation,641013,676182,Active,2023-07-19,2024-06-06
C-2307,EY,Finance Ops,257570,285486,Closed,2023-05-18,2024-06-13
C-2308,SAP,Risk Audit,538457,582987,Closed,2023-04-28,2024-12-17
C-2309,SAP,IT Services,513045,541535,Active,2023-02-28,2024-02-21
C-2310,Globant,Cloud Support,582753,582747,Active (Overrun),2023-01-03,2024-07-27
C-2311,Oracle,Risk Audit,242575,278486,Active (Overrun),2023-03-05,2024-02-09
C-2312,PwC,Consulting,304453,276454,Active (Overrun),2023-05-30,2024-05-23
C-2313,Deloitte,Cloud Support,475897,427245,Closed,2023-03-14,2024-02-08
C-2314,Microsoft,IT Services,609460,525513,Active (Overrun),2023-07-21,2024-11-27
C-2315,Accenture,Software Licensing,116189,96100,Active (Overrun),2023-03-04,2024-04-29
C-2316,Microsoft,IT Services,117922,127850,Active,2023-05-23,2024-07-18
C-2317,SAP,Risk Audit,768483,728813,Active,2023-05-05,2024-10-15
C-2318,SAP,Cloud Services,594258,619067,Active,2023-07-30,2024-01-08
C-2319,Globant,Cloud Support,86542,92917,Active,2023-03-11,2024-05-10
C-2320,PwC,Software Licensing,666672,589553,Active,2023-06-19,2024-09-18
C-2321,Accenture,Cloud Support,812461,728560,Closed,2023-09-03,2024-11-19
C-2322,Deloitte,Cloud Support,804189,711524,Active (Overrun),2023-08-08,2024-08-16
C-2323,IBM,Consulting,364058,434052,Closed,2023-09-05,2024-08-06
C-2324,Globant,Software Licensing,206675,201109,Closed,2023-02-18,2024-07-25
C-2325,Deloitte,Risk Audit,557040,618494,Active,2023-04-03,2024-04-07
C-2326,Deloitte,Risk Audit,550932,505257,Closed,2023-05-10,2024-11-14
C-2327,IBM,ERP Implementation,965710,845476,Active,2023-01-25,2024-03-23
C-2328,Globant,Consulting,779957,738456,Active,2023-08-13,2024-04-05
C-2329,Deloitte,Finance Ops,449884,380588,Active (Overrun),2023-03-02,2024-07-30
C-2330,Oracle,Cloud Services,658581,755458,Active,2023-07-23,2024-04-06
C-2331,Accenture,Cloud Services,973229,899576,Closed,2023-01-15,2024-05-21
C-2332,Capgemini,ERP Implementation,606050,652024,Closed,2023-01-31,2024-08-29
C-2333,Globant,Risk Audit,199466,200290,Active (Overrun),2023-09-25,2024-04-05
C-2334,Microsoft,Finance Ops,488493,545177,Closed,2023-04-09,2024-07-10
C-2335,Microsoft,Cloud Support,487697,572337,Active,2023-02-15,2024-07-16
C-2336,IBM,IT Services,575951,617407,Closed,2023-11-14,2024-02-13
C-2337,Oracle,Risk Audit,84031,78514,Active,2023-08-18,2024-01-10
C-2338,Microsoft,Software Licensing,723047,751312,Closed,2023-07-07,2024-07-09
C-2339,IBM,Finance Ops,641806,715494,Active (Overrun),2023-01-05,2024-09-14
C-2340,Oracle,Risk Audit,446149,506387,Active,2023-10-12,2024-12-12
C-2341,PwC,IT Services,818335,746053,Active (Overrun),2023-10-03,2024-03-21
C-2342,EY,Cloud Support,227637,236401,Active (Overrun),2023-05-01,2024-04-14
C-2343,Accenture,Cloud Services,927018,1088927,Active,2023-04-28,2024-06-17
C-2344,Globant,IT Services,221862,187609,Active (Overrun),2023-01-12,2024-02-22
C-2345,PwC,Consulting,995638,827218,Closed,2023-08-30,2024-08-31
C-2346,SAP,Software Dev,827500,663373,Closed,2023-08-05,2024-08-16
C-2347,Deloitte,Cloud Support,934138,919855,Closed,2023-10-08,2024-01-25
C-2348,Oracle,Cloud Services,214407,216119,Active,2023-05-25,2024-11-25
